typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20200101","2020","52","2020","616","POL","Poland","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14924114","false","8","kg","14924114","false","14924114","false","0","false","0","14919994","14919994","0","false","true",
"C","A","20200101","2020","52","2020","620","PRT","Portugal","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4650623","false","8","kg","4650623","false","4650623","false","0","false",,"11921676.461","11921676.461","0","false","true",
"C","A","20200101","2020","52","2020","642","ROU","Romania","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","110370","false","8","kg","110370","false","110370","false","0","false","0","193986.74","193986.74","0","false","true",
"C","A","20200101","2020","52","2020","643","RUS","Russian Federation","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","707642.7","false","8","kg","707642.7","false","707642.7","false","0","false","0","443467.13","443467.13","0","false","true",
"C","A","20200101","2020","52","2020","682","SAU","Saudi Arabia","X","Export","0","W00","World","0","W00","World","H4","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","301893","false","8","kg","301893","false","301893","false","0","false",,"319683.992","319683.992","0","false","true",
"C","A","20200101","2020","52","2020","686","SEN","Senegal","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2711","false","8","kg","2711","false","2711","false","0","false","0","6251.543","6251.543","0","false","true",
"C","A","20200101","2020","52","2020","688","SRB","Serbia","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8500307","false","8","kg","8500307","false","8500307","false","0","false","17205045","16467358","16467358","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29111.134","true","8","kg","29106","false","29111.134","true","0","false","0","40214.297","40214.297","6","false","true",
"C","A","20200101","2020","52","2020","702","SGP","Singapore","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","154066.908","true","21","1000 KG","154.04","false","154066.908","true","0","false","0","1431516.257","1431516.257","6","false","true",
"C","A","20200101","2020","52","2020","703","SVK","Slovakia","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","256710","false","8","kg","256710","false","256710","false","0","false",,"1012318.781","1012318.781","0","false","true",
"C","A","20200101","2020","52","2020","704","VNM","Viet Nam","X","Export","0","W00","World","0","W00","World","H5","HS","true","081010","Fruit, edible; strawberries, fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2014.401","true","-1","N/A","0","false","2014.401","true","0","false","0","8998","8998","6","false","true",
